FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1StartDate,Season1EndDate,Season1Time,Season2StartDate,Season2EndDate,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1009071,SOUTH PADRE ISLAND FARMERS MARKET,,https://www.facebook.com/South-Padre-Island-Farmers-Market/,,,,8605 PADRE ISLAND BLVD.,SOUTH PADRE ISLAND ,CAMERON,TEXAS,78597,,,Sun: 11:00 AM-1:00 PM;,,,,,,,,-97.172023,26.147901,Private business parking lot,N,N,N,N,N,,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,02-07-2014 16:13:48
1001461,SOUTH PASADENA FARMERS MARKET,http://www.southpasadenafarmersmarket.org,https://www.facebook.com/South-Pasadena-Farmers-Market/130261473671096,,,,MERIDAN AVE. AND EL CENTRO STREET,SOUTH PASADENA,LOS ANGELES,CALIFORNIA,91030,03/14/2013 , 11/07/2013,Thu: 4:00 PM-8:00 PM;,11/14/2013 , 03/13/2014,Thu: 4:00 PM-7:00 PM;,,,,,-118.1572818,34.1147385,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,03-31-2014 23:23:28
1002313,SOUTH PEARL STREET FARMERS' MARKET,http://www.southpearlstreet.com,,,,,1500 S. PEARL STREET,DENVER,DENVER,COLORADO,80210,"May 20, 2012 "," October 28, 2012",sun:9:00 AM - 1:00 PM;,,,,,,,,-104.980470,39.688456,Closed-off public street,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,04-26-2012 12:17:3
1001174,SOUTH PERRY FARMERS' MARKET,http://www.thursdaymarket.org,,,,,924 SOUTH PERRY ST,SPOKANE,SPOKANE,WASHINGTON,99202,May , October,Thu:3:00 PM - 7:00 PM;,,,,,,,,-117.39,47.6466,Private business parking lot,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,05-21-2012 14:47:36
1001173,SOUTH PERRY FARMERS' MARKET - INDOOR,http://www.thursdaymarket.org,,,,,915 S PERRY ST,SPOKANE,SPOKANE,WASHINGTON,99202,March , December,Thu:3:00 PM - 6:00 PM;,,,,,,,,-117.389817,47.646395,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,05-21-2012 14:47:36
1012327,SOUTH POINTS FARMERS MARKET,,,,,,4148 TAYLOR BLVD,LOUISVILLE/JEFFERSON COUNTY METRO GOVERNMENT (BALANCE),JEFFERSON,KENTUCKY,40215,,,Sun: 11:00 AM-3:00 PM;,,,,,,,,-85.784554,38.181518,,Y,N,N,Y,Y,,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,07-07-2016 16:24:7
1005959,SOUTH RIDING FARMERS MARKET,http://www.loudounfarms.org,,,,,TOWN GREEN IN FRONT OF TOWN HALL,SOUTH RIDING,LOUDOUN,VIRGINIA,20152,,,,,,,,,,,-77.5014,38.9558,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1010101,SOUTH ROUTT COMMUNITY MARKET,http://www.townofoakcreek.com,https://www.facebook.com/www.facebook.com/OakCreekParks&RecDept/,,,,DOWNTOWN OAK CREEK,OAK CREEK,ROUTT,COLORADO,80467,07/06/2014 , 09/07/2014,Sun: 10:00 AM-2:00 PM;,,,,,,,,-106.9602779,40.2764181,Closed-off public street,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-05-2014 10:3:7
1011377,SOUTH SAN FRANCISCO CERTIFIED FARMERS' MARKET,http://pcfma.org,https://www.facebook.com/facebook.com/SouthCityFarmersMarket,,,instagram.com/pcfma,748 TENNIS DRIVE,SOUTH SAN FRANCISCO ,SAN MATEO,CALIFORNIA,94080,05/02/2015 , 10/24/2015,Sat: 10:00 AM-2:00 PM;,,,,,,,,-122.427016,37.654723,,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,07-16-2015 19:20:6
1002503,SOUTH SHORE (CHICAGO) FARMERS MARKET,,,,,,7054 S JEFFERY BLVD,CHICAGO,,ILLINOIS,60649,,,,,,,,,,,-87.5763,41.7666,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1000009,SOUTH SHORE FARMERS MARKET,http://www.southshorefarmersmarket.com,https://www.facebook.com/South-Shore-Farmers-Market/352715301468098,,,,2900 SOUTH SHORE DRIVE,BAY VIEW,MILWAUKEE,WISCONSIN,53207,06/14/2014 , 10/11/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,,-87.882514,42.994023,Local government building grounds,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,08-05-2014 13:10:19
1007106,SOUTH SIDE CITIPARKS FARMERS MARKET,,,,,,18TH AND CARSON STREET,PITTSBURGH,ALLEGHENY,PENNSYLVANIA,15203,,,,,,,,,,,-79.9805,40.4288,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1018371,SOUTH SIDE FARMERS MARKET,http://www.southsidefarmersmarket.com,,,,,3300 WARSAW ST.,FORT WAYNE,ALLEN,INDIANA,46806,04/01/2017 , 12/16/2017,Sat: 7:00 AM-1:00 PM;,,,,,,,,-85.1297412,41.0548148,,Y,N,N,N,N,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,6/23/2017 12:26:39 PM
1019091,SOUTH SIDE FARMERS MARKET,http://www.facebook.com/southsidefarmersmarket,https://www.facebook.com/www.facebook.com/southsidefarmersmarket,,,instagram.com/southsidefarmersmarket,ALDER STREET AND CEDAR AVENUE,SCRANTON,LACKAWANNA,PENNSYLVANIA,18505,05/12/2018 , 10/06/2018,Sat: 10:00 AM-2:00 PM;,10/13/2018 , 12/31/2018,Sat: 10:00 AM-2:00 PM;,,,,,-75.6668643,41.4003507,,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,05-08-2018 13:30:19
1018614,SOUTH SIOUX CITY FARMERS MARKET,,,,,,DAKOTA AVE BETWEEN 14 &15TH STREETS,SOUTH SIOUX CITY,DAKOTA,NEBRASKA,68776,,,Sun: 10:00 AM-2:00 PM;,,,,,,,,-96.414843,42.463703,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,07-07-2017 16:53:56
1018098,SOUTH ST. JOSEPH FARMERS MARKET AT THE JUNCTION,,https://www.facebook.com/Southside Junction Farmers Market,,,,LAKE & ILLINOIS AVENUES,ST. JOSEPH,BUCHANAN,MISSOURI,64504,05/01/2018 ,,Sat: 8:00 AM-12:00 PM;,,,,,,,,-94.865955,39.718654,,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,07-26-2018 17:30:9
1011996,SOUTH STREET BARN MARKET,http://www.southstreetbarnmarket.com,https://www.facebook.com/southstreetbarnmarket/,https://twitter.com/southstmarket,,,411 S. MUHLENBERG ST.,WOODSTOCK,SHENANDOAH,VIRGINIA,22664,01/01/2016 , 12/31/2016,Sat: 8:00 AM-1:00 PM;,,,,,,,,-78.5096105,38.8788412,,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,06-03-2016 8:32:11
1002001,SOUTH STREET WEST FARMERS MARKET,http://www.thefoodtruSt.org,,,,,15TH & SOUTH STREETS,PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,19107,,,,,,,,,,,-75.1672,39.9439,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1006196,SOUTH SUMTER FARMERS MARKET,,,,,,327 MANNING AVENUE,SUMTER,SUMTER,SOUTH CAROLINA,29151,,,,,,,,,,,-80.3409,33.9082,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1010387,SOUTH TACOMA FARMERS MARKET,http://www.tacomafarmersmarket.com,https://www.facebook.com/TacomaFarmersMarket,,,,3873 S 66TH ST,TACOMA,PIERCE,WASHINGTON,98409,06/01/2014 , 09/28/2014,Sun: 11:00 AM-3:00 PM;,,,,,,,,-122.4887657,47.1985559,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,08-04-2014 13:53:33
1000947,SOUTH TEXAS FARMERS MARKET,http://www.naegelinfarms.com,,,,,8101 PAT BOOKER RD,LIVE OAK,BEXAR,TEXAS,,,,Tue: 9:00 AM-2:00 PM;,,,,,,,,-98.328935,29.561429,Private business parking lot,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,06-11-2013 15:37:22
1000948,SOUTH TEXAS FARMERS MARKET,http://www.naegelinfarms.com,,,,,6708 SOUTH FLORES,SAN ANTONIO,BEXAR,TEXAS,,,,Mon: 9:00 AM-2:00 PM;Fri: 9:00 AM-2:00 PM;,,,,,,,,-98.490125,29.355650,Private business parking lot,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,06-11-2013 15:30:14
1007168,SOUTH TEXAS FARMERS MARKET ASSOCIATION II,,,,,,800 BUENA VISTA,SAN ANTONIO,BEXAR,TEXAS,78207,,,,,,,,,,,-98.5064,29.4252,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1007178,SOUTH TEXAS FARMERS MARKET ASSOCIATION III,,,,,,4722 EISENHAUER ROAD AT INTERSTATE HIGHWAY 35,SAN ANTONIO,BEXAR,TEXAS,78218,,,,,,,,,,,-98.3988,29.4965,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1007174,SOUTH TEXAS FARMERS MARKET ASSOCIATION IV,,,,,,1625 S. ZARZAMORA STREET,SAN ANTONIO,BEXAR,TEXAS,78207,,,,,,,,,,,-98.5292,29.4104,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1002233,SOUTH TOMS RIVER FARMERS MARKET,,,,,,RT. 166,SOUTH TOMS RIVER,OCEAN,NEW JERSEY,,,,,,,,,,,,-74.196,39.9472,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1008706,SOUTH US 63 FARMERS' MARKET,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1547,,,,,SOUTH HWY 63,ROLLA,PHELPS,MISSOURI,65401,04/06/2013 , 09/28/2013,Sat: 7:00 AM-1:00 PM;,,,,,,,,-92.324849,39.247804,Private business parking lot,Y,N,N,N,N,,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,06-27-2013 17:30:15
1016804,SOUTH VALLEY FARMERS MARKET,,https://www.facebook.com/FarmersonMain/,,,,7TH & MAIN ST.,COTTAGE GROVE ,LANE,OREGON,97434,05/04/2017 , 10/26/2017,Thu: 4:00 AM-7:00 PM;,,,,,,,,-123.0609659,43.7972757,,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,01-19-2017 1:18:36
1004774,SOUTH VALLEY GROWERS' MARKET,,,,,,3907 ISLETA BLVD SW,ALBUQUERQUE,BERNALILLO,NEW MEXICO,,07/12/2014 , 10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,,-106.683930,35.018812,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,N,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/2014 12:29:25 PM
1004293,SOUTH WAYNE FARMER'S MARKET,,,,,,OLD HWY 11,SOUTH WAYNE,LAFAYETTE,WISCONSIN,,,,,,,,,,,,-89.8701,42.5692,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1005441,SOUTH WEDGE FARMERS MARKET,http://www.swfarmersmarket.org,,,,,100 ALEXANDER ST.,ROCHESTER,MONROE,NEW YORK,14620,June , October,Thu:4:00 PM - 7:00 PM;,,,,,,,,-77.6024330,43.1459820,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,06-04-2012 15:52:57
1012144,SOUTH WHIDBEY TILTH FARMERS' MARKET,http://www.southwhidbeytilth.org/market.html,https://www.facebook.com/SouthWhidbeyTilthFarmersMarket?ref=hl,,,,2812 THOMPSON ROAD,LANGLEY ,ISLAND,WASHINGTON,98260,05/01/2016 , 10/16/2016,Sun: 11:00 AM-2:00 PM;,,,,,,,,-122.474481,48.009171,,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,06-30-2016 16:4:12
1008290,SOUTH WINDSOR FARMERSÂ€™ MARKET,http://www.swfood.org,https://www.facebook.com/SouthWindsorFarmersMarket,,,,150 NEVERS RD,SOUTH WINDSOR,HARTFORD,CONNECTICUT,06074,06/21/2014 , 10/18/2014,Sat: 10:00 AM-1:00 PM;,,,,,,,,-72.5519436,41.8409794,Local government building grounds,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,4/22/2014 12:12:14 PM
1007251,SOUTHAVEN FARMERS MARKET,,,,,,CORNER OF HIGHWAY 51 AND STATELINE ROAD,SOUTHAVEN,DESOTO,MISSISSIPPI,38671,,,,,,,,,,,-90.0225,34.9918,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1007441,SOUTHBURY FARMERSÂ€™ MARKET,,,,,,"SOUTHBURY TOWN HALL, 501 MAIN STREET SOUTH",SOUTHBURY,NEW HAVEN,CONNECTICUT,,,,,,,,,,,,-73.2261,41.4692,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1009393,SOUTHCENTRAL WISCONSIN REGIONAL HARVEST,http://www.localharvest.org/southcentral-wisconsin-regional-harvest-M57070,,,,,1711 LODGE DR (PICKUP SITE),JANESVILLE,,WISCONSIN,53545,,,,,,,,,,,-89.0017,42.7171,,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2013 8:0:0
1006125,SOUTHEAST IDAHO FARMERS MARKET,http://www.pocatellofarmersmarket.com,,,,,400 BLOCK OF UNION PACIFIC AVE.,POCATELLO,BANNOCK,IDAHO,83205,,,,,,,,,,,-112.453,42.8648,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1006130,SOUTHERN PRICE CTY FARMERS MARKET,,,,,,,CATAWBA,PRICE,WISCONSIN,,,,,,,,,,,,-90.5294,45.5371,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1002063,SOUTHERN TIER FARMERS MARKET - OLEAN,,https://www.facebook.com/Southern-Tier-Farmers-Market/165092373544019,,,,1900 CONSTITUTION AVE,OLEAN,CATTARAUGUS,NEW YORK,14760,05/18/2018 , 10/26/2018,Fri: 2:00 PM-6:00 PM;,,,,,,,,-78.041832,42.211214,,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,05-20-2018 17:29:57
1001748,SOUTHERN VILLAGE FARMERS MARKET,http://www.southernvillagefarmersmarket.com,https://www.facebook.com/MarketStreetatSouthernVillage,,,,ABERDEEN DRIVE AT MARKET STREET,CHAPEL HILL,ORANGE,NORTH CAROLINA,27517,05/01/2012 , 10/31/2012,Thu: 3:30 PM-6:30 PM;,,,,,,,,-79.065900,35.881018,Closed-off public street,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,04-02-2014 16:4:48
1007489,SOUTHINGTON - PLANTSVILLE FARMERSÂ€™ MARKET,,,,,,997-1003 SOUTH MAIN STEET,PLANTSVILLE,HARTFORD,CONNECTICUT,,,,,,,,,,,,-72.8945,41.5799,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1009518,SOUTHLANDS FARMER'S MARKET,http://www.shopsouthlands.com/news/farmers-market-coming-may-12th/2129978513,https://www.facebook.com/shopsouthlands,,,,SMOKY HILL ROAD AND E470,AURORA,,COLORADO,80013,,,,,,,,,,,-104.77,39.6185,,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2013 8:0:0
1006254,SOUTHPONTE FARMERS MARKET,,,,,,3459 SOUTH HIGH STREET,COLUMBUS,,OHIO,43207,,,,,,,,,,,-82.997,39.891,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1018567,SOUTHPORT FARMERS MARKET,https://www.southsidefarmermarket.com/,https://www.facebook.com/SouthportFarmersMarket,,,,2810 SOUTHPORT RD,INDIANAPOLIS,MARION,INDIANA,46227,05/16/2017 , 09/28/2017,Tue: 10:00 AM-2:00 PM;Thu: 3:00 PM-6:30 PM;,,,,,,,,-86.1152396,39.6653377,,Y,Y,Y,Y,Y,,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,07-06-2017 9:39:47
1002509,SOUTHPORT GREEN MARKET,,,,,,SOUTHPORT AND GRACE AT BLAINE SCHOOL PARKING LOT,CHICAGO,COOK,ILLINOIS,60613,,,,,,,,,,,-87.6649,41.9507,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
1000968,SOUTHPORT WATERFRONT MARKET,http://www.downtownsouthport.org,,,,,111 S. DAVIS STREET,SOUTHPORT,BRUNSWICK,NORTH CAROLINA,28461,05/01/2013 , 09/25/2013,Wed: 8:00 AM-1:00 PM;,,,,,,,,-78.0178,33.9176,Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,06-10-2013 13:23:17
1006157,SOUTHSIDE FARMERS' MARKET,,,,,,1404 S. MISSOURI STREET,MACON,MACON,MISSOURI,63552,05/01/2014 , 10/31/2014,Wed: 8:00 AM-3:00 PM;Fri: 8:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;,,,,,,,,-92.4668,39.72005,Local government building grounds,Y,N,N,N,Y,,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,03-14-2014 10:44:10
1007292,SOUTHSIDE LABOR TEMPLE,,,,,,1602 S. PARK ST.,MADISON,DANE,WISCONSIN,,,,,,,,,,,,-89.3946,43.0497,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1004002,SOUTHSIDE VENDORS MARKET,http://www.southsidevendorsmkt.com/,,,,,12800 GENITO RD.,MIDLOTHIAN,,VIRGINIA,23113,,,,,,,,,,,-77.6294,37.4518,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1010997,SOUTHWEST COMMUNITY FARMERS MARKET AT TROPICAL PARK,http://swcommunityfarmersmarket.org/,https://www.facebook.com/SouthwestCommunityFarmersMarket,,,,7901 SW 40TH ST.,MIAMI,MIAMI-DADE,FLORIDA,33155,01/01/2015 , 12/31/2018,Sat: 9:00 AM-3:00 PM;,,,,,,,,-80.325631,25.731970,,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,07-26-2018 20:4:54
1012661,SOUTHWEST DC FARMER'S MARKET,http://www.dreamingoutloud.org,https://www.facebook.com/DOLmarkets/,,,https://www.instagram.com/doldc/,425 M STREET SW,"WASHINGTON, DC",DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,20024,05/28/2016 , 11/19/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,,-77.018177,38.876890,,Y,Y,Y,Y,Y,,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,07-15-2016 15:40:53
1007293,SOUTHWEST FARMERS MARKET,,,,,,,MADISON,DANE,WISCONSIN,,,,,,,,,,,,-89.4724,43.0365,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2011 8:0:0
1010806,"SOUTHWEST FARMERS MARKET LOUISVILLE, KY",http://SouthwestFarmersMarket.com,https://www.facebook.com/Southwest Farmers Market,,,,10200 DIXIE HWAY,LOUISVILLE/JEFFERSON COUNTY METRO GOVERNMENT (BALANCE),JEFFERSON,KENTUCKY,40272,05/23/2015 , 09/26/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,,-85.868753,38.106860,,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,02-03-2015 18:38:15
1000672,SOUTHWEST HARBOR FARMERS' MARKET,,,,,,315 MAIN STREET,SOUTHWEST HARBOR,HANCOCK,MAINE,04679,June , October,Fri:9:00 AM - 1:00 PM;,,,,,,,,-68.3214,44.27766,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,04-26-2012 15:15:14
1004687,SOUTHWEST PLAZA FARMERS MARKET,http://www.denverfarmersmarket.com,,,,,8501 W. BOWLES AVE.,LITTLETON,JEFFERSON,COLORADO,80120,05/02/2015 , 10/31/2015,Sat: 8:00 AM-2:00 PM;,,,,,,,,-105.092671,39.610856,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,05-01-2015 16:48:20
1008707,SOUTHWEST SUSTAINABLE FARMERS' MARKET,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=646,,,,,218 GLENSTONE AVENUE,SPRINGFIELD,GREENE,MISSOURI,65804,04/03/2013 , 09/25/2013,Wed: 3:00 AM-7:00 PM;,,,,,,,,-93.260549,37.207987,Private business parking lot,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-27-2013 17:38:21
1005560,SOUTHWEST VIRGINIA FARMERS' MARKET,http://www.swvafarmersmarket.org/,https://www.facebook.com/swvafarmersmarket,,,,497 FARMERS MARKET DRIVE,HILLSVILLE,CARROLL,VIRGINIA,24343,01/01/2018 , 12/31/2018,Mon: 8:00 AM-5:00 PM;Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;Sun: 8:00 AM-5:00 PM;,,,,,,,,-80.772836,36.742228,,Y,N,N,Y,Y,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,08-02-2018 10:42:1
1011836,SOWA OUTDOOR FOOD MARKET,http://www.facebook.com/SoWaBoston/,https://www.facebook.com/www.facebook.com/sowaboston,,,,500 HARRISON AVE,BOSTON,SUFFOLK,MASSACHUSETTS,02118,05/01/2016 , 10/31/2016,Sat: 10:00 AM-4:00 PM;Sun: 10:00 AM-4:00 PM;,,,,,,,,-71.0658051,42.3421138,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,03-28-2016 14:3:43
1019305,SOWING SEEDS GROWING FUTURES FARMERS MARKET,https://www.joysouthfield.org/,,,,,18917 JOY ROAD,DETROIT,WAYNE,MICHIGAN,48228,06/05/2018 , 10/02/2018,Tue: 3:00 PM-6:00 PM;,,,,,,,,-83.130895,42.362216,,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,10-12-2018 11:14:34
1011744,SPA CITY FARMERS' MARKET,http://www.spacityfarmersmarket.com,https://www.facebook.com/facebook://spacityfarmersmarket,,Spa City Farmers' Market,Instagram: spacityfarmersmarket,65 SOUTH BROADWAY,SARATOGA SPRINGS ,SARATOGA,NEW YORK,12866,01/01/2015 , 12/31/2015,Sun: 10:00 AM-3:00 PM;,,,,,,,,-73.7904427,43.0646350,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,12-10-2015 22:37:45
1005083,SPANISH FORK FARMERS MARKET,http://www.spanishfork.org,,,,,CITY CENTER 40 SOUTH MAIN ST. PARKING LOT,SPANISH FORK,UTAH,UTAH,84660,,,,,,,,,,,-111.652,40.1084,,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-01-2009 8:0:0
